"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"ui","3","0x5cf8","0x10","stl-vector","equipment.items_by_type1[WOOD]","item*",""
"ui","3","0x5d08","0x10","stl-vector","equipment.items_by_type1[DOOR]","item*",""
"ui","3","0x5d18","0x10","stl-vector","equipment.items_by_type1[FLOODGATE]","item*",""
"ui","3","0x5d28","0x10","stl-vector","equipment.items_by_type1[BED]","item*",""
"ui","3","0x5d38","0x10","stl-vector","equipment.items_by_type1[CHAIR]","item*",""
"ui","3","0x5d48","0x10","stl-vector","equipment.items_by_type1[CHAIN]","item*",""
"ui","3","0x5d58","0x10","stl-vector","equipment.items_by_type1[FLASK]","item*",""
"ui","3","0x5d68","0x10","stl-vector","equipment.items_by_type1[GOBLET]","item*",""
"ui","3","0x5d78","0x10","stl-vector","equipment.items_by_type1[INSTRUMENT]","item*",""
"ui","3","0x5d88","0x10","stl-vector","equipment.items_by_type1[TOY]","item*",""
"ui","3","0x5d98","0x10","stl-vector","equipment.items_by_type1[WINDOW]","item*",""
"ui","3","0x5da8","0x10","stl-vector","equipment.items_by_type1[CAGE]","item*",""
"ui","3","0x5db8","0x10","stl-vector","equipment.items_by_type1[BARREL]","item*",""
"ui","3","0x5dc8","0x10","stl-vector","equipment.items_by_type1[BUCKET]","item*",""
"ui","3","0x5dd8","0x10","stl-vector","equipment.items_by_type1[ANIMALTRAP]","item*",""
"ui","3","0x5de8","0x10","stl-vector","equipment.items_by_type1[TABLE]","item*",""
"ui","3","0x5df8","0x10","stl-vector","equipment.items_by_type1[COFFIN]","item*",""
"ui","3","0x5e08","0x10","stl-vector","equipment.items_by_type1[STATUE]","item*",""
"ui","3","0x5e18","0x10","stl-vector","equipment.items_by_type1[CORPSE]","item*",""
"ui","3","0x5e28","0x10","stl-vector","equipment.items_by_type1[WEAPON]","item*",""
"ui","3","0x5e38","0x10","stl-vector","equipment.items_by_type1[ARMOR]","item*",""
"ui","3","0x5e48","0x10","stl-vector","equipment.items_by_type1[SHOES]","item*",""
"ui","3","0x5e58","0x10","stl-vector","equipment.items_by_type1[SHIELD]","item*",""
"ui","3","0x5e68","0x10","stl-vector","equipment.items_by_type1[HELM]","item*",""
"ui","3","0x5e78","0x10","stl-vector","equipment.items_by_type1[GLOVES]","item*",""
"ui","3","0x5e88","0x10","stl-vector","equipment.items_by_type1[BOX]","item*",""
"ui","3","0x5e98","0x10","stl-vector","equipment.items_by_type1[BIN]","item*",""
"ui","3","0x5ea8","0x10","stl-vector","equipment.items_by_type1[SAND]","item*",""
"ui","3","0x5eb8","0x10","stl-vector","equipment.items_by_type1[ARMORSTAND]","item*",""
"ui","3","0x5ec8","0x10","stl-vector","equipment.items_by_type1[WEAPONRACK]","item*",""
"ui","3","0x5ed8","0x10","stl-vector","equipment.items_by_type1[CABINET]","item*",""
"ui","3","0x5ee8","0x10","stl-vector","equipment.items_by_type1[FIGURINE]","item*",""
"ui","3","0x5ef8","0x10","stl-vector","equipment.items_by_type1[AMULET]","item*",""
"ui","3","0x5f08","0x10","stl-vector","equipment.items_by_type1[SCEPTER]","item*",""
"ui","3","0x5f18","0x10","stl-vector","equipment.items_by_type1[AMMO]","item*",""
"ui","3","0x5f28","0x10","stl-vector","equipment.items_by_type1[CROWN]","item*",""
"ui","3","0x5f38","0x10","stl-vector","equipment.items_by_type1[RING]","item*",""
"ui","3","0x5f48","0x10","stl-vector","equipment.items_by_type1[EARRING]","item*",""
"ui","3","0x5f58","0x10","stl-vector","equipment.items_by_type1[BRACELET]","item*",""
"ui","3","0x5f68","0x10","stl-vector","equipment.items_by_type1[GEM]","item*",""
"ui","3","0x5f78","0x10","stl-vector","equipment.items_by_type1[ANVIL]","item*",""
"ui","3","0x5f88","0x10","stl-vector","equipment.items_by_type1[CORPSEPIECE]","item*",""
"ui","3","0x5f98","0x10","stl-vector","equipment.items_by_type1[REMAINS]","item*",""
"ui","3","0x5fa8","0x10","stl-vector","equipment.items_by_type1[MEAT]","item*",""
"ui","3","0x5fb8","0x10","stl-vector","equipment.items_by_type1[FISH]","item*",""
"ui","3","0x5fc8","0x10","stl-vector","equipment.items_by_type1[FISH_RAW]","item*",""
"ui","3","0x5fd8","0x10","stl-vector","equipment.items_by_type1[VERMIN]","item*",""
"ui","3","0x5fe8","0x10","stl-vector","equipment.items_by_type1[PET]","item*",""
"ui","3","0x5ff8","0x10","stl-vector","equipment.items_by_type1[SEEDS]","item*",""
"ui","3","0x6008","0x10","stl-vector","equipment.items_by_type1[PLANT]","item*",""
"ui","3","0x6018","0x10","stl-vector","equipment.items_by_type1[SKIN_RAW]","item*",""
"ui","3","0x6028","0x10","stl-vector","equipment.items_by_type1[SKIN_TANNED]","item*",""
"ui","3","0x6038","0x10","stl-vector","equipment.items_by_type1[BONES]","item*",""
"ui","3","0x6048","0x10","stl-vector","equipment.items_by_type1[SHELL]","item*",""
"ui","3","0x6058","0x10","stl-vector","equipment.items_by_type1[LEAVES]","item*",""
"ui","3","0x6068","0x10","stl-vector","equipment.items_by_type1[THREAD]","item*",""
"ui","3","0x6078","0x10","stl-vector","equipment.items_by_type1[CLOTH]","item*",""
"ui","3","0x6088","0x10","stl-vector","equipment.items_by_type1[TOTEM]","item*",""
"ui","3","0x6098","0x10","stl-vector","equipment.items_by_type1[SKULL]","item*",""
"ui","3","0x60a8","0x10","stl-vector","equipment.items_by_type1[SHIRT]","item*",""
"ui","3","0x60b8","0x10","stl-vector","equipment.items_by_type1[PANTS]","item*",""
"ui","3","0x60c8","0x10","stl-vector","equipment.items_by_type1[CLOAK]","item*",""
"ui","3","0x60d8","0x10","stl-vector","equipment.items_by_type1[BACKPACK]","item*",""
"ui","3","0x60e8","0x10","stl-vector","equipment.items_by_type1[QUIVER]","item*",""
"ui","3","0x60f8","0x10","stl-vector","equipment.items_by_type1[CATAPULTPARTS]","item*",""
"ui","3","0x6108","0x10","stl-vector","equipment.items_by_type1[BALLISTAPARTS]","item*",""
"ui","3","0x6118","0x10","stl-vector","equipment.items_by_type1[SIEGEAMMO]","item*",""
"ui","3","0x6128","0x10","stl-vector","equipment.items_by_type1[BALLISTAARROWHEAD]","item*",""
"ui","3","0x6138","0x10","stl-vector","equipment.items_by_type1[TRAPPARTS]","item*",""
"ui","3","0x6148","0x10","stl-vector","equipment.items_by_type1[TRAPCOMP]","item*",""
"ui","3","0x6158","0x10","stl-vector","equipment.items_by_type1[EXTRACT]","item*",""
"ui","3","0x6168","0x10","stl-vector","equipment.items_by_type1[POTION]","item*",""
"ui","3","0x6178","0x10","stl-vector","equipment.items_by_type1[DRINK]","item*",""
"ui","3","0x6188","0x10","stl-vector","equipment.items_by_type1[POWDER_ORGANIC]","item*",""
"ui","3","0x6198","0x10","stl-vector","equipment.items_by_type1[CHEESE]","item*",""
"ui","3","0x61a8","0x10","stl-vector","equipment.items_by_type1[FOOD]","item*",""
"ui","3","0x61b8","0x10","stl-vector","equipment.items_by_type1[LIQUID_MISC]","item*",""
"ui","3","0x61c8","0x10","stl-vector","equipment.items_by_type1[COIN]","item*",""
"ui","3","0x61d8","0x10","stl-vector","equipment.items_by_type1[GLOB]","item*",""
"ui","3","0x61e8","0x10","stl-vector","equipment.items_by_type1[ROCK]","item*",""
"ui","3","0x61f8","0x10","stl-vector","equipment.items_by_type1[86]","item*",""
"ui","3","0x6208","0x10","stl-vector","equipment.items_by_type1[87]","item*",""
"ui","3","0x6218","0x10","stl-vector","equipment.items_by_type1[88]","item*",""
"ui","3","0x6228","0x10","stl-vector","equipment.items_by_type1[89]","item*",""
"ui","3","0x6238","0x10","stl-vector","equipment.items_by_type1[90]","item*",""
"ui","3","0x6248","0x10","stl-vector","equipment.items_by_type1[91]","item*",""
"ui","3","0x6258","0x10","stl-vector","equipment.items_by_type1[92]","item*",""
"ui","3","0x6268","0x10","stl-vector","equipment.items_by_type1[93]","item*",""
"ui","3","0x6278","0x10","stl-vector","equipment.items_by_type1[94]","item*",""
"ui","3","0x6288","0x10","stl-vector","equipment.items_by_type1[95]","item*",""
"ui","3","0x6298","0x10","stl-vector","equipment.items_by_type1[96]","item*",""
"ui","3","0x62a8","0x10","stl-vector","equipment.items_by_type1[97]","item*",""
"ui","3","0x62b8","0x10","stl-vector","equipment.items_by_type1[98]","item*",""
"ui","3","0x62c8","0x10","stl-vector","equipment.items_by_type1[99]","item*",""
"ui","3","0x62d8","0x10","stl-vector","equipment.items_by_type1[100]","item*",""
"ui","3","0x62e8","0x10","stl-vector","equipment.items_by_type1[101]","item*",""
"ui","3","0x62f8","0x10","stl-vector","equipment.items_by_type1[102]","item*",""
"ui","3","0x6308","0x10","stl-vector","equipment.items_by_type1[103]","item*",""
"ui","3","0x6318","0x10","stl-vector","equipment.items_by_type1[104]","item*",""
"ui","3","0x6328","0x10","stl-vector","equipment.items_by_type1[105]","item*",""
"ui","3","0x6338","0x10","stl-vector","equipment.items_by_type1[106]","item*",""
"ui","3","0x6348","0x10","stl-vector","equipment.items_by_type1[107]","item*",""
"ui","3","0x6358","0x10","stl-vector","equipment.items_by_type1[108]","item*",""
"ui","3","0x6368","0x10","stl-vector","equipment.items_by_type1[109]","item*",""
"ui","3","0x6378","0x10","stl-vector","equipment.items_by_type1[110]","item*",""
"ui","3","0x6388","0x10","stl-vector","equipment.items_by_type1[111]","item*",""
"ui","2","0x6398","0x700","static-array","equipment.items_unassigned","ui::anon14",""
"ui::anon14","0","0x0","0x10","stl-vector","","item*",""
"ui","3","0x6398","0x10","stl-vector","equipment.items_unassigned[BAR]","item*",""
"ui","3","0x63a8","0x10","stl-vector","equipment.items_unassigned[SMALLGEM]","item*",""
"ui","3","0x63b8","0x10","stl-vector","equipment.items_unassigned[BLOCKS]","item*",""
"ui","3","0x63c8","0x10","stl-vector","equipment.items_unassigned[ORE]","item*",""
"ui","3","0x63d8","0x10","stl-vector","equipment.items_unassigned[ROUGH]","item*",""
"ui","3","0x63e8","0x10","stl-vector","equipment.items_unassigned[STONE]","item*",""
"ui","3","0x63f8","0x10","stl-vector","equipment.items_unassigned[WOOD]","item*",""
"ui","3","0x6408","0x10","stl-vector","equipment.items_unassigned[DOOR]","item*",""
"ui","3","0x6418","0x10","stl-vector","equipment.items_unassigned[FLOODGATE]","item*",""
"ui","3","0x6428","0x10","stl-vector","equipment.items_unassigned[BED]","item*",""
"ui","3","0x6438","0x10","stl-vector","equipment.items_unassigned[CHAIR]","item*",""
"ui","3","0x6448","0x10","stl-vector","equipment.items_unassigned[CHAIN]","item*",""
"ui","3","0x6458","0x10","stl-vector","equipment.items_unassigned[FLASK]","item*",""
"ui","3","0x6468","0x10","stl-vector","equipment.items_unassigned[GOBLET]","item*",""
"ui","3","0x6478","0x10","stl-vector","equipment.items_unassigned[INSTRUMENT]","item*",""
"ui","3","0x6488","0x10","stl-vector","equipment.items_unassigned[TOY]","item*",""
"ui","3","0x6498","0x10","stl-vector","equipment.items_unassigned[WINDOW]","item*",""
"ui","3","0x64a8","0x10","stl-vector","equipment.items_unassigned[CAGE]","item*",""
"ui","3","0x64b8","0x10","stl-vector","equipment.items_unassigned[BARREL]","item*",""
"ui","3","0x64c8","0x10","stl-vector","equipment.items_unassigned[BUCKET]","item*",""
"ui","3","0x64d8","0x10","stl-vector","equipment.items_unassigned[ANIMALTRAP]","item*",""
"ui","3","0x64e8","0x10","stl-vector","equipment.items_unassigned[TABLE]","item*",""
"ui","3","0x64f8","0x10","stl-vector","equipment.items_unassigned[COFFIN]","item*",""
"ui","3","0x6508","0x10","stl-vector","equipment.items_unassigned[STATUE]","item*",""
"ui","3","0x6518","0x10","stl-vector","equipment.items_unassigned[CORPSE]","item*",""
"ui","3","0x6528","0x10","stl-vector","equipment.items_unassigned[WEAPON]","item*",""
"ui","3","0x6538","0x10","stl-vector","equipment.items_unassigned[ARMOR]","item*",""
"ui","3","0x6548","0x10","stl-vector","equipment.items_unassigned[SHOES]","item*",""
"ui","3","0x6558","0x10","stl-vector","equipment.items_unassigned[SHIELD]","item*",""
"ui","3","0x6568","0x10","stl-vector","equipment.items_unassigned[HELM]","item*",""
"ui","3","0x6578","0x10","stl-vector","equipment.items_unassigned[GLOVES]","item*",""
"ui","3","0x6588","0x10","stl-vector","equipment.items_unassigned[BOX]","item*",""
"ui","3","0x6598","0x10","stl-vector","equipment.items_unassigned[BIN]","item*",""
"ui","3","0x65a8","0x10","stl-vector","equipment.items_unassigned[SAND]","item*",""
"ui","3","0x65b8","0x10","stl-vector","equipment.items_unassigned[ARMORSTAND]","item*",""
"ui","3","0x65c8","0x10","stl-vector","equipment.items_unassigned[WEAPONRACK]","item*",""
"ui","3","0x65d8","0x10","stl-vector","equipment.items_unassigned[CABINET]","item*",""
"ui","3","0x65e8","0x10","stl-vector","equipment.items_unassigned[FIGURINE]","item*",""
"ui","3","0x65f8","0x10","stl-vector","equipment.items_unassigned[AMULET]","item*",""
"ui","3","0x6608","0x10","stl-vector","equipment.items_unassigned[SCEPTER]","item*",""
"ui","3","0x6618","0x10","stl-vector","equipment.items_unassigned[AMMO]","item*",""
"ui","3","0x6628","0x10","stl-vector","equipment.items_unassigned[CROWN]","item*",""
"ui","3","0x6638","0x10","stl-vector","equipment.items_unassigned[RING]","item*",""
"ui","3","0x6648","0x10","stl-vector","equipment.items_unassigned[EARRING]","item*",""
"ui","3","0x6658","0x10","stl-vector","equipment.items_unassigned[BRACELET]","item*",""
"ui","3","0x6668","0x10","stl-vector","equipment.items_unassigned[GEM]","item*",""
"ui","3","0x6678","0x10","stl-vector","equipment.items_unassigned[ANVIL]","item*",""
"ui","3","0x6688","0x10","stl-vector","equipment.items_unassigned[CORPSEPIECE]","item*",""
"ui","3","0x6698","0x10","stl-vector","equipment.items_unassigned[REMAINS]","item*",""
"ui","3","0x66a8","0x10","stl-vector","equipment.items_unassigned[MEAT]","item*",""
"ui","3","0x66b8","0x10","stl-vector","equipment.items_unassigned[FISH]","item*",""
"ui","3","0x66c8","0x10","stl-vector","equipment.items_unassigned[FISH_RAW]","item*",""
"ui","3","0x66d8","0x10","stl-vector","equipment.items_unassigned[VERMIN]","item*",""
"ui","3","0x66e8","0x10","stl-vector","equipment.items_unassigned[PET]","item*",""
"ui","3","0x66f8","0x10","stl-vector","equipment.items_unassigned[SEEDS]","item*",""
"ui","3","0x6708","0x10","stl-vector","equipment.items_unassigned[PLANT]","item*",""
"ui","3","0x6718","0x10","stl-vector","equipment.items_unassigned[SKIN_RAW]","item*",""
"ui","3","0x6728","0x10","stl-vector","equipment.items_unassigned[SKIN_TANNED]","item*",""
"ui","3","0x6738","0x10","stl-vector","equipment.items_unassigned[BONES]","item*",""
"ui","3","0x6748","0x10","stl-vector","equipment.items_unassigned[SHELL]","item*",""
"ui","3","0x6758","0x10","stl-vector","equipment.items_unassigned[LEAVES]","item*",""
"ui","3","0x6768","0x10","stl-vector","equipment.items_unassigned[THREAD]","item*",""
"ui","3","0x6778","0x10","stl-vector","equipment.items_unassigned[CLOTH]","item*",""
"ui","3","0x6788","0x10","stl-vector","equipment.items_unassigned[TOTEM]","item*",""
"ui","3","0x6798","0x10","stl-vector","equipment.items_unassigned[SKULL]","item*",""
"ui","3","0x67a8","0x10","stl-vector","equipment.items_unassigned[SHIRT]","item*",""
"ui","3","0x67b8","0x10","stl-vector","equipment.items_unassigned[PANTS]","item*",""
"ui","3","0x67c8","0x10","stl-vector","equipment.items_unassigned[CLOAK]","item*",""
"ui","3","0x67d8","0x10","stl-vector","equipment.items_unassigned[BACKPACK]","item*",""
"ui","3","0x67e8","0x10","stl-vector","equipment.items_unassigned[QUIVER]","item*",""
"ui","3","0x67f8","0x10","stl-vector","equipment.items_unassigned[CATAPULTPARTS]","item*",""
"ui","3","0x6808","0x10","stl-vector","equipment.items_unassigned[BALLISTAPARTS]","item*",""
"ui","3","0x6818","0x10","stl-vector","equipment.items_unassigned[SIEGEAMMO]","item*",""
"ui","3","0x6828","0x10","stl-vector","equipment.items_unassigned[BALLISTAARROWHEAD]","item*",""
"ui","3","0x6838","0x10","stl-vector","equipment.items_unassigned[TRAPPARTS]","item*",""
"ui","3","0x6848","0x10","stl-vector","equipment.items_unassigned[TRAPCOMP]","item*",""
"ui","3","0x6858","0x10","stl-vector","equipment.items_unassigned[EXTRACT]","item*",""
"ui","3","0x6868","0x10","stl-vector","equipment.items_unassigned[POTION]","item*",""
"ui","3","0x6878","0x10","stl-vector","equipment.items_unassigned[DRINK]","item*",""
"ui","3","0x6888","0x10","stl-vector","equipment.items_unassigned[POWDER_ORGANIC]","item*",""
"ui","3","0x6898","0x10","stl-vector","equipment.items_unassigned[CHEESE]","item*",""
"ui","3","0x68a8","0x10","stl-vector","equipment.items_unassigned[FOOD]","item*",""
"ui","3","0x68b8","0x10","stl-vector","equipment.items_unassigned[LIQUID_MISC]","item*",""
"ui","3","0x68c8","0x10","stl-vector","equipment.items_unassigned[COIN]","item*",""
"ui","3","0x68d8","0x10","stl-vector","equipment.items_unassigned[GLOB]","item*",""
"ui","3","0x68e8","0x10","stl-vector","equipment.items_unassigned[ROCK]","item*",""
"ui","3","0x68f8","0x10","stl-vector","equipment.items_unassigned[86]","item*",""
"ui","3","0x6908","0x10","stl-vector","equipment.items_unassigned[87]","item*",""
"ui","3","0x6918","0x10","stl-vector","equipment.items_unassigned[88]","item*",""
"ui","3","0x6928","0x10","stl-vector","equipment.items_unassigned[89]","item*",""
"ui","3","0x6938","0x10","stl-vector","equipment.items_unassigned[90]","item*",""
"ui","3","0x6948","0x10","stl-vector","equipment.items_unassigned[91]","item*",""
"ui","3","0x6958","0x10","stl-vector","equipment.items_unassigned[92]","item*",""
"ui","3","0x6968","0x10","stl-vector","equipment.items_unassigned[93]","item*",""
"ui","3","0x6978","0x10","stl-vector","equipment.items_unassigned[94]","item*",""
"ui","3","0x6988","0x10","stl-vector","equipment.items_unassigned[95]","item*",""
"ui","3","0x6998","0x10","stl-vector","equipment.items_unassigned[96]","item*",""
"ui","3","0x69a8","0x10","stl-vector","equipment.items_unassigned[97]","item*",""
"ui","3","0x69b8","0x10","stl-vector","equipment.items_unassigned[98]","item*",""
"ui","3","0x69c8","0x10","stl-vector","equipment.items_unassigned[99]","item*",""
"ui","3","0x69d8","0x10","stl-vector","equipment.items_unassigned[100]","item*",""
"ui","3","0x69e8","0x10","stl-vector","equipment.items_unassigned[101]","item*",""
"ui","3","0x69f8","0x10","stl-vector","equipment.items_unassigned[102]","item*",""
"ui","3","0x6a08","0x10","stl-vector","equipment.items_unassigned[103]","item*",""
"ui","3","0x6a18","0x10","stl-vector","equipment.items_unassigned[104]","item*",""
"ui","3","0x6a28","0x10","stl-vector","equipment.items_unassigned[105]","item*",""
"ui","3","0x6a38","0x10","stl-vector","equipment.items_unassigned[106]","item*",""
"ui","3","0x6a48","0x10","stl-vector","equipment.items_unassigned[107]","item*",""
"ui","3","0x6a58","0x10","stl-vector","equipment.items_unassigned[108]","item*",""
"ui","3","0x6a68","0x10","stl-vector","equipment.items_unassigned[109]","item*",""
"ui","3","0x6a78","0x10","stl-vector","equipment.items_unassigned[110]","item*",""
"ui","3","0x6a88","0x10","stl-vector","equipment.items_unassigned[111]","item*",""
"ui","2","0x6a98","0x700","static-array","equipment.items_assigned","ui::anon15",""
"ui::anon15","0","0x0","0x10","stl-vector","","item*",""
"ui","3","0x6a98","0x10","stl-vector","equipment.items_assigned[BAR]","item*",""
"ui","3","0x6aa8","0x10","stl-vector","equipment.items_assigned[SMALLGEM]","item*",""
"ui","3","0x6ab8","0x10","stl-vector","equipment.items_assigned[BLOCKS]","item*",""
"ui","3","0x6ac8","0x10","stl-vector","equipment.items_assigned[ORE]","item*",""
"ui","3","0x6ad8","0x10","stl-vector","equipment.items_assigned[ROUGH]","item*",""
"ui","3","0x6ae8","0x10","stl-vector","equipment.items_assigned[STONE]","item*",""
"ui","3","0x6af8","0x10","stl-vector","equipment.items_assigned[WOOD]","item*",""
"ui","3","0x6b08","0x10","stl-vector","equipment.items_assigned[DOOR]","item*",""
"ui","3","0x6b18","0x10","stl-vector","equipment.items_assigned[FLOODGATE]","item*",""
"ui","3","0x6b28","0x10","stl-vector","equipment.items_assigned[BED]","item*",""
"ui","3","0x6b38","0x10","stl-vector","equipment.items_assigned[CHAIR]","item*",""
"ui","3","0x6b48","0x10","stl-vector","equipment.items_assigned[CHAIN]","item*",""
"ui","3","0x6b58","0x10","stl-vector","equipment.items_assigned[FLASK]","item*",""
"ui","3","0x6b68","0x10","stl-vector","equipment.items_assigned[GOBLET]","item*",""
"ui","3","0x6b78","0x10","stl-vector","equipment.items_assigned[INSTRUMENT]","item*",""
"ui","3","0x6b88","0x10","stl-vector","equipment.items_assigned[TOY]","item*",""
"ui","3","0x6b98","0x10","stl-vector","equipment.items_assigned[WINDOW]","item*",""
"ui","3","0x6ba8","0x10","stl-vector","equipment.items_assigned[CAGE]","item*",""
"ui","3","0x6bb8","0x10","stl-vector","equipment.items_assigned[BARREL]","item*",""
"ui","3","0x6bc8","0x10","stl-vector","equipment.items_assigned[BUCKET]","item*",""
"ui","3","0x6bd8","0x10","stl-vector","equipment.items_assigned[ANIMALTRAP]","item*",""
"ui","3","0x6be8","0x10","stl-vector","equipment.items_assigned[TABLE]","item*",""
"ui","3","0x6bf8","0x10","stl-vector","equipment.items_assigned[COFFIN]","item*",""
"ui","3","0x6c08","0x10","stl-vector","equipment.items_assigned[STATUE]","item*",""
"ui","3","0x6c18","0x10","stl-vector","equipment.items_assigned[CORPSE]","item*",""
"ui","3","0x6c28","0x10","stl-vector","equipment.items_assigned[WEAPON]","item*",""
"ui","3","0x6c38","0x10","stl-vector","equipment.items_assigned[ARMOR]","item*",""
"ui","3","0x6c48","0x10","stl-vector","equipment.items_assigned[SHOES]","item*",""
"ui","3","0x6c58","0x10","stl-vector","equipment.items_assigned[SHIELD]","item*",""
"ui","3","0x6c68","0x10","stl-vector","equipment.items_assigned[HELM]","item*",""
"ui","3","0x6c78","0x10","stl-vector","equipment.items_assigned[GLOVES]","item*",""
"ui","3","0x6c88","0x10","stl-vector","equipment.items_assigned[BOX]","item*",""
"ui","3","0x6c98","0x10","stl-vector","equipment.items_assigned[BIN]","item*",""
"ui","3","0x6ca8","0x10","stl-vector","equipment.items_assigned[SAND]","item*",""
"ui","3","0x6cb8","0x10","stl-vector","equipment.items_assigned[ARMORSTAND]","item*",""
"ui","3","0x6cc8","0x10","stl-vector","equipment.items_assigned[WEAPONRACK]","item*",""
"ui","3","0x6cd8","0x10","stl-vector","equipment.items_assigned[CABINET]","item*",""
"ui","3","0x6ce8","0x10","stl-vector","equipment.items_assigned[FIGURINE]","item*",""
"ui","3","0x6cf8","0x10","stl-vector","equipment.items_assigned[AMULET]","item*",""
"ui","3","0x6d08","0x10","stl-vector","equipment.items_assigned[SCEPTER]","item*",""
"ui","3","0x6d18","0x10","stl-vector","equipment.items_assigned[AMMO]","item*",""
"ui","3","0x6d28","0x10","stl-vector","equipment.items_assigned[CROWN]","item*",""
"ui","3","0x6d38","0x10","stl-vector","equipment.items_assigned[RING]","item*",""
"ui","3","0x6d48","0x10","stl-vector","equipment.items_assigned[EARRING]","item*",""
"ui","3","0x6d58","0x10","stl-vector","equipment.items_assigned[BRACELET]","item*",""
"ui","3","0x6d68","0x10","stl-vector","equipment.items_assigned[GEM]","item*",""
"ui","3","0x6d78","0x10","stl-vector","equipment.items_assigned[ANVIL]","item*",""
"ui","3","0x6d88","0x10","stl-vector","equipment.items_assigned[CORPSEPIECE]","item*",""
"ui","3","0x6d98","0x10","stl-vector","equipment.items_assigned[REMAINS]","item*",""
"ui","3","0x6da8","0x10","stl-vector","equipment.items_assigned[MEAT]","item*",""
"ui","3","0x6db8","0x10","stl-vector","equipment.items_assigned[FISH]","item*",""
"ui","3","0x6dc8","0x10","stl-vector","equipment.items_assigned[FISH_RAW]","item*",""
"ui","3","0x6dd8","0x10","stl-vector","equipment.items_assigned[VERMIN]","item*",""
"ui","3","0x6de8","0x10","stl-vector","equipment.items_assigned[PET]","item*",""
"ui","3","0x6df8","0x10","stl-vector","equipment.items_assigned[SEEDS]","item*",""
"ui","3","0x6e08","0x10","stl-vector","equipment.items_assigned[PLANT]","item*",""
"ui","3","0x6e18","0x10","stl-vector","equipment.items_assigned[SKIN_RAW]","item*",""
"ui","3","0x6e28","0x10","stl-vector","equipment.items_assigned[SKIN_TANNED]","item*",""
"ui","3","0x6e38","0x10","stl-vector","equipment.items_assigned[BONES]","item*",""
"ui","3","0x6e48","0x10","stl-vector","equipment.items_assigned[SHELL]","item*",""
"ui","3","0x6e58","0x10","stl-vector","equipment.items_assigned[LEAVES]","item*",""
"ui","3","0x6e68","0x10","stl-vector","equipment.items_assigned[THREAD]","item*",""
"ui","3","0x6e78","0x10","stl-vector","equipment.items_assigned[CLOTH]","item*",""
"ui","3","0x6e88","0x10","stl-vector","equipment.items_assigned[TOTEM]","item*",""
"ui","3","0x6e98","0x10","stl-vector","equipment.items_assigned[SKULL]","item*",""
"ui","3","0x6ea8","0x10","stl-vector","equipment.items_assigned[SHIRT]","item*",""
"ui","3","0x6eb8","0x10","stl-vector","equipment.items_assigned[PANTS]","item*",""
"ui","3","0x6ec8","0x10","stl-vector","equipment.items_assigned[CLOAK]","item*",""
"ui","3","0x6ed8","0x10","stl-vector","equipment.items_assigned[BACKPACK]","item*",""
"ui","3","0x6ee8","0x10","stl-vector","equipment.items_assigned[QUIVER]","item*",""
"ui","3","0x6ef8","0x10","stl-vector","equipment.items_assigned[CATAPULTPARTS]","item*",""
"ui","3","0x6f08","0x10","stl-vector","equipment.items_assigned[BALLISTAPARTS]","item*",""
"ui","3","0x6f18","0x10","stl-vector","equipment.items_assigned[SIEGEAMMO]","item*",""
"ui","3","0x6f28","0x10","stl-vector","equipment.items_assigned[BALLISTAARROWHEAD]","item*",""
"ui","3","0x6f38","0x10","stl-vector","equipment.items_assigned[TRAPPARTS]","item*",""
"ui","3","0x6f48","0x10","stl-vector","equipment.items_assigned[TRAPCOMP]","item*",""
"ui","3","0x6f58","0x10","stl-vector","equipment.items_assigned[EXTRACT]","item*",""
"ui","3","0x6f68","0x10","stl-vector","equipment.items_assigned[POTION]","item*",""
"ui","3","0x6f78","0x10","stl-vector","equipment.items_assigned[DRINK]","item*",""
"ui","3","0x6f88","0x10","stl-vector","equipment.items_assigned[POWDER_ORGANIC]","item*",""
"ui","3","0x6f98","0x10","stl-vector","equipment.items_assigned[CHEESE]","item*",""
"ui","3","0x6fa8","0x10","stl-vector","equipment.items_assigned[FOOD]","item*",""
"ui","3","0x6fb8","0x10","stl-vector","equipment.items_assigned[LIQUID_MISC]","item*",""
"ui","3","0x6fc8","0x10","stl-vector","equipment.items_assigned[COIN]","item*",""
"ui","3","0x6fd8","0x10","stl-vector","equipment.items_assigned[GLOB]","item*",""
"ui","3","0x6fe8","0x10","stl-vector","equipment.items_assigned[ROCK]","item*",""
"ui","3","0x6ff8","0x10","stl-vector","equipment.items_assigned[86]","item*",""
"ui","3","0x7008","0x10","stl-vector","equipment.items_assigned[87]","item*",""
"ui","3","0x7018","0x10","stl-vector","equipment.items_assigned[88]","item*",""
"ui","3","0x7028","0x10","stl-vector","equipment.items_assigned[89]","item*",""
"ui","3","0x7038","0x10","stl-vector","equipment.items_assigned[90]","item*",""
"ui","3","0x7048","0x10","stl-vector","equipment.items_assigned[91]","item*",""
"ui","3","0x7058","0x10","stl-vector","equipment.items_assigned[92]","item*",""
"ui","3","0x7068","0x10","stl-vector","equipment.items_assigned[93]","item*",""
"ui","3","0x7078","0x10","stl-vector","equipment.items_assigned[94]","item*",""
"ui","3","0x7088","0x10","stl-vector","equipment.items_assigned[95]","item*",""
"ui","3","0x7098","0x10","stl-vector","equipment.items_assigned[96]","item*",""
